Country/Region,Last Update,Confirmed,Deaths,Recovered
China,01/24/2020,4,1,0
China,01/24/2020,4,0,0
China,01/24/2020,3,0,0
China,01/24/2020,3,0,0
China,01/24/2020,2,0,0
China,01/24/2020,2,1,0
China,01/24/2020,2,0,0
China,01/24/2020,2,0,0
China,01/24/2020,1,0,0
China,01/24/2020,1,0,0
China,01/24/2020,0,0,0
US,01/24/2020,1,0,0
US,01/24/2020,1,0,0
South Korea,01/24/2020,2,0,0
China,01/25/2020,761,40,32
China,01/25/2020,78,0,2
China,01/25/2020,62,0,1
China,01/25/2020,57,0,0
China,01/25/2020,43,0,0
China,01/25/2020,41,0,2
China,01/25/2020,39,0,0
China,01/25/2020,33,0,1
China,01/25/2020,32,0,0
China,01/25/2020,28,0,0
China,01/25/2020,27,0,0
China,01/25/2020,23,0,0
China,01/25/2020,19,0,0
China,01/25/2020,18,0,0
China,01/25/2020,18,0,0
China,01/25/2020,18,0,1
China,01/25/2020,17,0,0
China,01/25/2020,15,0,0
China,01/25/2020,11,0,0
China,01/25/2020,10,0,0
China,01/25/2020,9,1,0
China,01/25/2020,8,1,0
China,01/25/2020,7,0,0
China,01/25/2020,6,0,0
China,01/25/2020,4,0,0
China,01/25/2020,4,0,0
China,01/25/2020,4,0,0
China,01/25/2020,3,0,0
China,01/25/2020,3,0,0
China,01/25/2020,1,0,0
US,01/25/2020,1,0,0
US,01/25/2020,1,0,0
South Korea,01/25/2020,2,0,0
Australia,01/25/2020,4,0,0
China,01/26/2020,1058,52,42
China,01/26/2020,111,0,2
China,01/26/2020,104,0,1
China,01/26/2020,83,1,0
China,01/26/2020,75,0,0
China,01/26/2020,69,0,0
China,01/26/2020,68,0,2
China,01/26/2020,60,0,0
China,01/26/2020,46,0,0
China,01/26/2020,44,0,0
China,01/26/2020,40,1,1
China,01/26/2020,36,0,0
China,01/26/2020,36,0,0
China,01/26/2020,35,0,0
China,01/26/2020,33,0,1
China,01/26/2020,22,0,0
China,01/26/2020,22,0,0
China,01/26/2020,21,0,0
China,01/26/2020,16,0,0
China,01/26/2020,15,1,0
China,01/26/2020,14,0,0
China,01/26/2020,13,1,0
China,01/26/2020,9,0,0
China,01/26/2020,7,0,0
China,01/26/2020,7,0,0
China,01/26/2020,5,0,0
China,01/26/2020,4,0,0
China,01/26/2020,4,0,0
China,01/26/2020,4,0,0
China,01/26/2020,1,0,0
US,01/26/2020,1,0,0
US,01/26/2020,1,0,0
US,01/26/2020,2,0,0
US,01/26/2020,1,0,0
South Korea,01/26/2020,3,0,0
Australia,01/26/2020,4,0,0
China,01/27/2020,1423,76,45
China,01/27/2020,151,0,4
China,01/27/2020,128,0,1
China,01/27/2020,128,1,0
China,01/27/2020,110,0,0
China,01/27/2020,100,0,0
China,01/27/2020,80,1,2
China,01/27/2020,75,0,0
China,01/27/2020,72,0,2
China,01/27/2020,70,0,0
China,01/27/2020,69,0,0
China,01/27/2020,59,0,0
China,01/27/2020,53,1,3
China,01/27/2020,47,0,1
China,01/27/2020,46,0,0
China,01/27/2020,35,0,0
China,01/27/2020,33,1,0
China,01/27/2020,27,0,0
China,01/27/2020,26,0,0
China,01/27/2020,23,0,0
China,01/27/2020,21,1,0
China,01/27/2020,18,1,0
China,01/27/2020,14,0,0
China,01/27/2020,13,0,0
China,01/27/2020,11,0,0
China,01/27/2020,7,0,0
China,01/27/2020,7,0,0
China,01/27/2020,6,0,0
China,01/27/2020,6,0,0
China,01/27/2020,5,0,0
US,01/27/2020,1,0,0
US,01/27/2020,1,0,0
US,01/27/2020,2,0,0
US,01/27/2020,1,0,0
South Korea,01/27/2020,4,0,0
Australia,01/27/2020,4,0,0
Australia,01/27/2020,1,0,0
China,01/28/2020,3554,125,80
China,01/28/2020,207,0,4
China,01/28/2020,173,0,3
China,01/28/2020,168,1,0
China,01/28/2020,143,0,0
China,01/28/2020,132,0,0
China,01/28/2020,109,0,3
China,01/28/2020,106,0,0
China,01/28/2020,95,0,0
China,01/28/2020,91,1,4
China,01/28/2020,90,0,0
China,01/28/2020,80,0,0
China,01/28/2020,70,0,1
China,01/28/2020,66,1,4
China,01/28/2020,51,0,2
China,01/28/2020,46,0,0
China,01/28/2020,44,0,0
China,01/28/2020,40,1,0
China,01/28/2020,34,0,0
China,01/28/2020,33,1,0
China,01/28/2020,33,1,0
China,01/28/2020,27,0,0
China,01/28/2020,24,0,0
China,01/28/2020,19,0,0
China,01/28/2020,15,0,0
China,01/28/2020,11,0,0
China,01/28/2020,10,0,0
China,01/28/2020,9,0,0
China,01/28/2020,8,0,0
China,01/28/2020,6,0,0
US,01/28/2020,1,0,0
US,01/28/2020,1,0,0
US,01/28/2020,2,0,0
US,01/28/2020,1,0,0
South Korea,01/28/2020,4,0,0
Australia,01/28/2020,4,0,0
Australia,01/28/2020,1,0,0
China,01/29/2020,3554,125,88
China,01/29/2020,296,0,3
China,01/29/2020,277,0,5
China,01/29/2020,221,0,0
China,01/29/2020,206,2,1
China,01/29/2020,152,0,2
China,01/29/2020,147,0,1
China,01/29/2020,130,0,1
China,01/29/2020,111,1,4
China,01/29/2020,109,0,3
China,01/29/2020,108,1,1
China,01/29/2020,99,0,1
China,01/29/2020,96,1,5
China,01/29/2020,84,0,0
China,01/29/2020,58,0,2
China,01/29/2020,56,0,0
China,01/29/2020,55,0,0
China,01/29/2020,48,1,0
China,01/29/2020,43,1,0
China,01/29/2020,39,0,1
China,01/29/2020,38,1,0
China,01/29/2020,27,0,0
China,01/29/2020,27,0,1
China,01/29/2020,24,0,0
China,01/29/2020,16,0,0
China,01/29/2020,13,0,0
China,01/29/2020,12,0,0
China,01/29/2020,9,0,1
China,01/29/2020,9,0,0
China,01/29/2020,6,0,0
US,01/29/2020,1,0,0
US,01/29/2020,1,0,0
US,01/29/2020,2,0,0
US,01/29/2020,1,0,0
South Korea,01/29/2020,4,0,0
Australia,01/29/2020,4,0,0
Australia,01/29/2020,1,0,0
China,01/30/2020,4903,162,90
China,01/30/2020,428,0,4
China,01/30/2020,354,0,10
China,01/30/2020,278,2,2
China,01/30/2020,277,0,2
China,01/30/2020,200,0,2
China,01/30/2020,182,0,1
China,01/30/2020,162,0,5
China,01/30/2020,158,0,1
China,01/30/2020,142,1,1
China,01/30/2020,129,0,1
China,01/30/2020,114,1,4
China,01/30/2020,112,1,5
China,01/30/2020,101,0,0
China,01/30/2020,78,0,2
China,01/30/2020,70,0,0
China,01/30/2020,65,1,0
China,01/30/2020,63,0,0
China,01/30/2020,46,1,1
China,01/30/2020,44,2,0
China,01/30/2020,41,0,1
China,01/30/2020,35,0,1
China,01/30/2020,31,0,0
China,01/30/2020,26,0,0
China,01/30/2020,19,0,0
China,01/30/2020,17,0,0
China,01/30/2020,14,0,1
China,01/30/2020,14,0,0
China,01/30/2020,12,0,1
China,01/30/2020,8,0,0
China,01/30/2020,1,0,0
US,01/30/2020,1,0,0
US,01/30/2020,1,0,0
US,01/30/2020,2,0,0
US,01/30/2020,1,0,0
South Korea,01/30/2020,4,0,0
Australia,01/30/2020,4,0,2
Australia,01/30/2020,2,0,0
Australia,01/30/2020,3,0,0
India,01/30/2020,1,0,0
China,01/31/2020,5806,204,141
China,01/31/2020,538,0,14
China,01/31/2020,436,0,11
China,01/31/2020,352,2,3
China,01/31/2020,332,0,2
China,01/31/2020,240,0,7
China,01/31/2020,237,0,3
China,01/31/2020,211,0,1
China,01/31/2020,184,0,2
China,01/31/2020,177,1,1
China,01/31/2020,168,0,5
China,01/31/2020,139,1,5
China,01/31/2020,135,1,9
China,01/31/2020,120,0,0
China,01/31/2020,87,0,2
China,01/31/2020,87,0,0
China,01/31/2020,83,0,1
China,01/31/2020,82,1,0
China,01/31/2020,59,2,0
China,01/31/2020,52,1,1
China,01/31/2020,48,0,1
China,01/31/2020,39,0,1
China,01/31/2020,32,0,0
China,01/31/2020,29,0,2
China,01/31/2020,29,0,0
China,01/31/2020,21,0,0
China,01/31/2020,20,0,1
China,01/31/2020,17,0,0
China,01/31/2020,14,0,1
China,01/31/2020,8,0,0
China,01/31/2020,1,0,0
South Korea,01/31/2020,11,0,0
Australia,01/31/2020,4,0,2
Australia,01/31/2020,3,0,0
US,01/31/2020,2,0,0
US,01/31/2020,2,0,0
Australia,01/31/2020,2,0,0
Italy,01/31/2020,2,0,0
United Kingdom,01/31/2020,2,0,0
US,01/31/2020,1,0,0
US,01/31/2020,1,0,0
India,01/31/2020,1,0,0
China,02/01/2020,7153,249,168
China,02/01/2020,599,0,21
China,02/01/2020,535,0,14
China,02/01/2020,422,2,3
China,02/01/2020,389,0,8
China,02/01/2020,297,0,5
China,02/01/2020,286,0,9
China,02/01/2020,247,1,3
China,02/01/2020,207,1,3
China,02/01/2020,206,0,3
China,02/01/2020,202,0,6
China,02/01/2020,169,1,10
China,02/01/2020,168,1,9
China,02/01/2020,144,0,0
China,02/01/2020,101,0,0
China,02/01/2020,100,0,2
China,02/01/2020,96,1,0
China,02/01/2020,93,0,2
China,02/01/2020,80,2,2
China,02/01/2020,64,0,1
China,02/01/2020,62,1,1
China,02/01/2020,47,0,1
China,02/01/2020,41,0,0
China,02/01/2020,40,0,0
China,02/01/2020,26,0,0
China,02/01/2020,23,0,1
China,02/01/2020,18,0,0
China,02/01/2020,17,0,1
South Korea,02/01/2020,12,0,0
China,02/01/2020,9,0,0
Australia,02/01/2020,4,0,2
Australia,02/01/2020,4,0,0
Australia,02/01/2020,3,0,0
United Kingdom,02/01/2020,2,0,0
US,02/01/2020,2,0,0
Australia,02/01/2020,1,0,0
China,02/01/2020,1,0,0
US,02/01/2020,1,0,0
US,02/01/2020,1,0,0
US,02/01/2020,1,0,0
US,02/01/2020,1,0,0
US,02/01/2020,1,0,0
US,02/01/2020,1,0,0
China,02/02/2020,11177,350,295
China,02/02/2020,661,0,32
China,02/02/2020,632,0,15
China,02/02/2020,493,2,10
China,02/02/2020,463,0,16
China,02/02/2020,340,0,7
China,02/02/2020,333,0,12
China,02/02/2020,300,2,7
China,02/02/2020,236,0,7
China,02/02/2020,231,1,11
China,02/02/2020,230,0,6
China,02/02/2020,191,1,9
China,02/02/2020,182,1,10
China,02/02/2020,159,0,0
China,02/02/2020,116,0,0
China,02/02/2020,111,0,2
China,02/02/2020,105,0,3
China,02/02/2020,104,1,3
China,02/02/2020,95,2,2
China,02/02/2020,70,0,1
China,02/02/2020,66,0,3
China,02/02/2020,64,1,4
China,02/02/2020,51,0,3
China,02/02/2020,48,0,1
China,02/02/2020,38,0,2
China,02/02/2020,28,0,0
China,02/02/2020,27,0,1
China,02/02/2020,23,0,1
China,02/02/2020,21,0,0
South Korea,02/02/2020,15,0,0
China,02/02/2020,11,0,0
Australia,02/02/2020,2,0,0
Australia,02/02/2020,2,0,0
India,02/02/2020,2,0,0
China,02/03/2020,13522,414,386
China,02/03/2020,725,0,21
China,02/03/2020,724,0,43
China,02/03/2020,566,2,16
China,02/03/2020,521,0,22
China,02/03/2020,408,0,14
China,02/03/2020,391,0,18
China,02/03/2020,337,2,9
China,02/03/2020,271,0,8
China,02/03/2020,259,0,7
China,02/03/2020,254,1,14
China,02/03/2020,212,1,12
China,02/03/2020,203,1,10
China,02/03/2020,179,0,1
China,02/03/2020,128,0,0
China,02/03/2020,127,0,7
China,02/03/2020,121,2,2
China,02/03/2020,117,0,5
China,02/03/2020,113,1,3
China,02/03/2020,74,0,1
China,02/03/2020,74,0,2
China,02/03/2020,72,1,4
China,02/03/2020,60,0,1
China,02/03/2020,55,0,3
China,02/03/2020,46,0,2
China,02/03/2020,34,0,1
China,02/03/2020,31,0,1
China,02/03/2020,31,0,1
China,02/03/2020,24,0,0
China,02/03/2020,13,0,0
India,02/03/2020,3,0,0
US,02/03/2020,2,0,0
US,02/03/2020,2,0,0
China,02/04/2020,16678,479,522
China,02/04/2020,829,0,62
China,02/04/2020,813,0,30
China,02/04/2020,675,2,27
China,02/04/2020,593,0,31
China,02/04/2020,480,0,20
China,02/04/2020,476,0,20
China,02/04/2020,366,2,9
China,02/04/2020,308,0,12
China,02/04/2020,282,1,14
China,02/04/2020,275,0,11
China,02/04/2020,228,1,23
China,02/04/2020,219,1,12
China,02/04/2020,194,0,3
China,02/04/2020,155,2,4
China,02/04/2020,142,0,2
China,02/04/2020,139,0,10
China,02/04/2020,126,1,4
China,02/04/2020,122,0,5
China,02/04/2020,81,0,2
China,02/04/2020,81,0,4
China,02/04/2020,80,1,5
China,02/04/2020,67,0,2
China,02/04/2020,58,0,2
China,02/04/2020,57,0,4
China,02/04/2020,42,0,1
China,02/04/2020,35,0,1
China,02/04/2020,34,0,1
China,02/04/2020,29,0,0
South Korea,02/04/2020,16,0,0
China,02/04/2020,15,0,0
Australia,02/04/2020,3,0,0
China,02/05/2020,19665,549,633
China,02/05/2020,895,0,49
China,02/05/2020,895,0,78
China,02/05/2020,764,2,47
China,02/05/2020,661,0,54
China,02/05/2020,548,0,27
China,02/05/2020,530,0,23
China,02/05/2020,389,2,15
China,02/05/2020,341,0,23
China,02/05/2020,307,0,15
China,02/05/2020,301,1,24
China,02/05/2020,253,1,24
China,02/05/2020,243,1,15
China,02/05/2020,205,0,11
China,02/05/2020,190,2,7
China,02/05/2020,165,0,6
China,02/05/2020,150,0,13
China,02/05/2020,135,1,6
China,02/05/2020,128,0,5
China,02/05/2020,99,1,5
China,02/05/2020,89,0,4
China,02/05/2020,81,0,5
China,02/05/2020,69,1,2
China,02/05/2020,64,1,9
China,02/05/2020,62,0,6
China,02/05/2020,54,0,2
China,02/05/2020,42,0,3
China,02/05/2020,32,0,0
South Korea,02/05/2020,19,0,0
China,02/05/2020,17,0,3
US,02/05/2020,1,0,0
China,02/06/2020,22112,618,817
China,02/06/2020,970,0,69
China,02/06/2020,954,0,94
China,02/06/2020,851,2,56
China,02/06/2020,711,0,81
China,02/06/2020,600,0,37
China,02/06/2020,591,0,34
China,02/06/2020,411,2,24
China,02/06/2020,373,0,34
China,02/06/2020,347,0,27
China,02/06/2020,321,1,31
China,02/06/2020,274,1,31
China,02/06/2020,257,1,25
China,02/06/2020,227,3,8
China,02/06/2020,215,0,14
China,02/06/2020,173,0,9
China,02/06/2020,168,0,14
China,02/06/2020,157,1,13
China,02/06/2020,133,0,7
China,02/06/2020,106,1,8
China,02/06/2020,96,0,12
China,02/06/2020,94,0,5
China,02/06/2020,79,1,2
China,02/06/2020,71,1,6
China,02/06/2020,59,0,4
China,02/06/2020,46,0,4
China,02/06/2020,40,0,1
China,02/06/2020,36,0,0
South Korea,02/06/2020,23,0,0
China,02/06/2020,18,0,3
Australia,02/06/2020,4,0,2
Australia,02/06/2020,4,0,0
China,02/07/2020,24953,699,1115
China,02/07/2020,1034,1,88
China,02/07/2020,1006,0,123
China,02/07/2020,914,3,86
China,02/07/2020,772,0,112
China,02/07/2020,665,0,47
China,02/07/2020,661,0,45
China,02/07/2020,426,2,31
China,02/07/2020,408,0,43
China,02/07/2020,386,0,37
China,02/07/2020,344,1,42
China,02/07/2020,297,1,33
China,02/07/2020,277,3,12
China,02/07/2020,277,1,30
China,02/07/2020,224,0,20
China,02/07/2020,184,0,17
China,02/07/2020,172,0,17
China,02/07/2020,172,1,22
China,02/07/2020,138,0,12
China,02/07/2020,117,2,10
China,02/07/2020,104,0,15
China,02/07/2020,99,0,7
China,02/07/2020,81,1,6
China,02/07/2020,81,1,2
China,02/07/2020,67,0,9
China,02/07/2020,65,1,4
China,02/07/2020,50,0,5
China,02/07/2020,43,0,5
China,02/07/2020,39,0,0
South Korea,02/07/2020,24,0,1
Australia,02/07/2020,5,0,0
Italy,02/07/2020,3,0,0
United Kingdom,02/07/2020,3,0,0
China,02/08/2020,27100,780,1439
China,02/08/2020,1095,1,112
China,02/08/2020,1048,0,175
China,02/08/2020,981,4,116
China,02/08/2020,803,1,156
China,02/08/2020,733,0,59
China,02/08/2020,698,0,55
China,02/08/2020,439,0,51
China,02/08/2020,428,2,39
China,02/08/2020,416,0,44
China,02/08/2020,364,1,60
China,02/08/2020,315,2,34
China,02/08/2020,295,5,13
China,02/08/2020,286,1,41
China,02/08/2020,239,0,24
China,02/08/2020,195,1,30
China,02/08/2020,195,0,20
China,02/08/2020,183,0,17
China,02/08/2020,138,0,17
China,02/08/2020,124,2,14
China,02/08/2020,115,0,21
China,02/08/2020,105,0,8
China,02/08/2020,89,1,7
China,02/08/2020,88,1,4
China,02/08/2020,79,1,12
China,02/08/2020,69,1,4
China,02/08/2020,52,0,5
China,02/08/2020,45,0,15
China,02/08/2020,42,0,0
China,02/09/2020,29631,871,1795
China,02/09/2020,1131,1,141
China,02/09/2020,1075,0,201
China,02/09/2020,1033,6,153
China,02/09/2020,838,1,186
China,02/09/2020,779,1,72
China,02/09/2020,740,0,73
China,02/09/2020,468,2,51
China,02/09/2020,468,0,71
China,02/09/2020,444,1,63
China,02/09/2020,386,1,71
China,02/09/2020,326,2,37
China,02/09/2020,307,6,14
China,02/09/2020,293,1,44
China,02/09/2020,250,0,35
China,02/09/2020,208,0,25
China,02/09/2020,206,2,34
China,02/09/2020,195,1,18
China,02/09/2020,141,0,18
China,02/09/2020,131,3,19
China,02/09/2020,119,0,25
China,02/09/2020,107,0,12
China,02/09/2020,99,1,7
China,02/09/2020,91,1,4
China,02/09/2020,83,2,16
China,02/09/2020,78,1,12
China,02/09/2020,54,0,5
China,02/09/2020,45,0,13
China,02/09/2020,45,0,0
South Korea,02/09/2020,25,0,3
Australia,02/09/2020,5,0,0
US,02/09/2020,2,0,2
US,02/09/2020,1,0,1
China,02/10/2020,31728,974,2222
China,02/10/2020,1159,1,167
China,02/10/2020,1092,0,242
China,02/10/2020,1073,6,191
China,02/10/2020,879,1,208
China,02/10/2020,830,3,88
China,02/10/2020,771,1,105
China,02/10/2020,492,0,81
China,02/10/2020,486,2,66
China,02/10/2020,466,1,66
China,02/10/2020,405,1,80
China,02/10/2020,337,2,44
China,02/10/2020,331,7,30
China,02/10/2020,299,1,48
China,02/10/2020,261,0,39
China,02/10/2020,218,2,41
China,02/10/2020,213,0,30
China,02/10/2020,210,1,24
China,02/10/2020,149,0,19
China,02/10/2020,138,3,19
China,02/10/2020,109,1,10
China,02/10/2020,108,0,13
China,02/10/2020,95,1,8
China,02/10/2020,83,2,17
China,02/10/2020,80,1,13
China,02/10/2020,58,0,5
China,02/10/2020,49,0,13
China,02/10/2020,49,0,0
South Korea,02/10/2020,27,0,3
United Kingdom,02/10/2020,8,0,0
China,02/11/2020,33366,1068,2639
China,02/11/2020,1177,1,212
China,02/11/2020,1117,0,270
China,02/11/2020,1105,7,218
China,02/11/2020,912,1,247
China,02/11/2020,860,4,105
China,02/11/2020,804,1,128
China,02/11/2020,515,0,93
China,02/11/2020,505,3,79
China,02/11/2020,487,1,80
China,02/11/2020,417,1,85
China,02/11/2020,360,8,28
China,02/11/2020,342,3,48
China,02/11/2020,303,1,52
China,02/11/2020,267,0,45
China,02/11/2020,239,2,48
China,02/11/2020,219,0,32
China,02/11/2020,215,1,33
China,02/11/2020,153,0,20
China,02/11/2020,144,3,20
China,02/11/2020,127,1,17
China,02/11/2020,124,0,30
China,02/11/2020,111,0,19
China,02/11/2020,106,2,10
China,02/11/2020,86,2,24
China,02/11/2020,81,1,18
China,02/11/2020,55,0,3
China,02/11/2020,53,0,22
South Korea,02/11/2020,28,0,3
China,02/11/2020,18,0,5
US,02/11/2020,1,0,0
China,02/12/2020,33366,1068,2686
China,02/12/2020,1219,1,275
China,02/12/2020,1135,8,246
China,02/12/2020,1131,0,321
China,02/12/2020,946,2,304
China,02/12/2020,889,4,127
China,02/12/2020,844,1,152
China,02/12/2020,543,0,125
China,02/12/2020,518,3,102
China,02/12/2020,497,2,92
China,02/12/2020,436,1,92
China,02/12/2020,378,8,31
China,02/12/2020,352,3,56
China,02/12/2020,311,1,57
China,02/12/2020,272,0,53
China,02/12/2020,251,2,54
China,02/12/2020,225,0,43
China,02/12/2020,222,1,32
China,02/12/2020,157,4,27
China,02/12/2020,154,0,26
China,02/12/2020,133,1,18
China,02/12/2020,126,0,33
China,02/12/2020,116,1,20
China,02/12/2020,112,2,11
China,02/12/2020,87,2,31
China,02/12/2020,83,1,22
China,02/12/2020,60,0,6
China,02/12/2020,59,0,3
China,02/12/2020,58,0,24
South Korea,02/12/2020,28,0,7
China,02/12/2020,18,0,9
United Kingdom,02/12/2020,9,0,1
China,02/12/2020,1,0,1
China,02/13/2020,48206,1310,3459
China,02/13/2020,1241,2,314
China,02/13/2020,1169,10,296
China,02/13/2020,1145,0,360
China,02/13/2020,968,2,339
China,02/13/2020,910,5,157
China,02/13/2020,872,1,170
China,02/13/2020,570,0,139
China,02/13/2020,529,4,128
China,02/13/2020,509,2,105
China,02/13/2020,451,1,104
China,02/13/2020,395,9,33
China,02/13/2020,366,3,69
China,02/13/2020,315,1,62
China,02/13/2020,279,0,57
China,02/13/2020,265,3,68
China,02/13/2020,229,0,46
China,02/13/2020,222,2,33
China,02/13/2020,157,4,30
China,02/13/2020,156,0,27
China,02/13/2020,135,1,27
China,02/13/2020,126,0,36
China,02/13/2020,119,3,21
China,02/13/2020,117,1,22
China,02/13/2020,90,2,39
China,02/13/2020,84,1,24
China,02/13/2020,64,0,24
China,02/13/2020,63,1,6
China,02/13/2020,61,0,6
China,02/13/2020,18,0,11
Australia,02/13/2020,4,0,4
Australia,02/13/2020,4,0,4
India,02/13/2020,3,0,0
US,02/13/2020,2,0,0
US,02/13/2020,1,0,0
China,02/14/2020,54406,1457,4774
China,02/14/2020,1261,2,362
China,02/14/2020,1184,11,357
China,02/14/2020,1155,0,403
China,02/14/2020,988,2,364
China,02/14/2020,934,6,193
China,02/14/2020,900,1,187
China,02/14/2020,593,0,157
China,02/14/2020,537,5,152
China,02/14/2020,523,2,136
China,02/14/2020,463,1,114
China,02/14/2020,419,11,47
China,02/14/2020,372,3,80
China,02/14/2020,318,1,90
China,02/14/2020,283,3,87
China,02/14/2020,281,0,63
China,02/14/2020,230,0,54
China,02/14/2020,226,2,36
China,02/14/2020,162,0,36
China,02/14/2020,159,4,43
China,02/14/2020,140,1,28
China,02/14/2020,127,0,38
China,02/14/2020,120,3,31
China,02/14/2020,119,1,29
China,02/14/2020,86,1,25
China,02/14/2020,67,0,24
China,02/14/2020,65,0,6
China,02/14/2020,65,1,6
China,02/15/2020,56249,1596,5623
China,02/15/2020,1294,2,410
China,02/15/2020,1212,13,391
China,02/15/2020,1162,0,428
China,02/15/2020,1001,2,425
China,02/15/2020,950,6,221
China,02/15/2020,913,1,210
China,02/15/2020,604,0,186
China,02/15/2020,544,5,184
China,02/15/2020,532,2,156
China,02/15/2020,470,1,119
China,02/15/2020,425,11,68
China,02/15/2020,375,4,98
China,02/15/2020,326,1,124
China,02/15/2020,291,3,101
China,02/15/2020,285,0,71
China,02/15/2020,235,2,44
China,02/15/2020,232,0,60
China,02/15/2020,168,0,42
China,02/15/2020,162,4,39
China,02/15/2020,143,1,41
China,02/15/2020,128,0,46
China,02/15/2020,122,3,37
China,02/15/2020,119,1,31
China,02/15/2020,90,2,49
China,02/15/2020,88,1,26
China,02/15/2020,70,0,33
China,02/15/2020,70,1,10
China,02/15/2020,68,0,7
South Korea,02/15/2020,28,0,9
China,02/15/2020,18,0,13
China,02/16/2020,58182,1696,6639
China,02/16/2020,1316,2,465
China,02/16/2020,1231,13,440
China,02/16/2020,1167,0,456
China,02/16/2020,1004,3,464
China,02/16/2020,962,6,255
China,02/16/2020,925,1,240
China,02/16/2020,617,0,218
China,02/16/2020,551,5,207
China,02/16/2020,537,2,173
China,02/16/2020,481,3,131
China,02/16/2020,445,11,79
China,02/16/2020,380,4,108
China,02/16/2020,328,1,140
China,02/16/2020,300,3,105
China,02/16/2020,287,0,82
China,02/16/2020,237,2,49
China,02/16/2020,236,0,71
China,02/16/2020,171,0,42
China,02/16/2020,162,4,52
China,02/16/2020,144,1,46
China,02/16/2020,129,0,50
China,02/16/2020,124,3,45
China,02/16/2020,121,1,40
China,02/16/2020,90,2,54
China,02/16/2020,89,1,30
China,02/16/2020,71,1,12
China,02/16/2020,70,0,8
South Korea,02/16/2020,29,0,9
United Kingdom,02/16/2020,9,0,8
India,02/16/2020,3,0,3
China,02/17/2020,59989,1789,7862
China,02/17/2020,1322,4,524
China,02/17/2020,1246,16,509
China,02/17/2020,1171,0,507
China,02/17/2020,1006,3,498
China,02/17/2020,973,6,280
China,02/17/2020,930,1,275
China,02/17/2020,626,0,258
China,02/17/2020,553,5,225
China,02/17/2020,541,2,191
China,02/17/2020,495,3,156
China,02/17/2020,457,11,85
China,02/17/2020,381,4,114
China,02/17/2020,333,1,161
China,02/17/2020,301,3,122
China,02/17/2020,290,0,90
China,02/17/2020,240,0,79
China,02/17/2020,238,2,53
China,02/17/2020,171,0,47
China,02/17/2020,163,4,59
China,02/17/2020,146,1,57
China,02/17/2020,130,0,53
China,02/17/2020,125,3,46
China,02/17/2020,121,1,43
China,02/17/2020,91,2,58
China,02/17/2020,89,1,34
China,02/17/2020,75,1,12
China,02/17/2020,72,0,8
China,02/17/2020,70,0,35
South Korea,02/17/2020,30,0,10
Australia,02/17/2020,2,0,2
